ortho	phon	lemme	cgram	cgramortho	genre	nombre	infover	syll_cv	orthosyll_cv	freqlivres	freqfilms2	source
juxtaposassent	Zykstapozas	juxtaposer	VER	VER			sub:imp:3p;	Z_y|ks_t_a|p_o|z_a_s_#	j_u|x_t_a|p_o|s_a_ss_ent	0.0	0.0	synthetic
chantâtes	S@tat	chanter	VER	VER			ind:pas:2p;	S_@|t_a_t_#	ch_an|t_â_t_es	0.0	0.0	synthetic
chante	S@t	chanter	VER	VER			sub:pre:1s;	S_@|t_#	ch_an|t_e	0.0	0.0	synthetic
chantes	S@t	chanter	VER	VER			sub:pre:2s;	S_@|t_#	ch_an|t_es	0.0	0.0	synthetic
chante	S@t	chanter	VER	VER			sub:pre:3s;	S_@|t_#	ch_an|t_e	0.0	0.0	synthetic
chantasse	S@tas	chanter	VER	VER			sub:imp:1s;	S_@|t_a_s_#	ch_an|t_a_ss_e	0.0	0.0	synthetic
chantasses	S@tas	chanter	VER	VER			sub:imp:2s;	S_@|t_a_s_#	ch_an|t_a_ss_es	0.0	0.0	synthetic
chantassions	S@tasj§	chanter	VER	VER			sub:imp:1p;	S_@|t_a|s_j_§	ch_an|t_a|ss_i_ons	0.0	0.0	synthetic
chantassent	S@tas	chanter	VER	VER			sub:imp:3p;	S_@|t_a_s_#	ch_an|t_a_ss_ent	0.0	0.0	synthetic
fabulés	fabyle	fabuler	VER	VER	m	p	par:pas;	f_a|b_y|l_e	f_a|b_u|l_é_s	0.0	0.0	synthetic
fabulée	fabyle	fabuler	VER	VER	f	s	par:pas;	f_a|b_y|l_e	f_a|b_u|l_é_e	0.0	0.0	synthetic
fabulées	fabyle	fabuler	VER	VER	f	p	par:pas;	f_a|b_y|l_e	f_a|b_u|l_é_es	0.0	0.0	synthetic
fabulâtes	fabylat	fabuler	VER	VER			ind:pas:2p;	f_a|b_y|l_a_t_#	f_a|b_u|l_â_t_es	0.0	0.0	synthetic
fabule	fabyl	fabuler	VER	VER			sub:pre:1s;	f_a|b_y|l_#	f_a|b_u|l_e	0.0	0.0	synthetic
fabules	fabyl	fabuler	VER	VER			sub:pre:2s;	f_a|b_y|l_#	f_a|b_u|l_es	0.0	0.0	synthetic
fabule	fabyl	fabuler	VER	VER			sub:pre:3s;	f_a|b_y|l_#	f_a|b_u|l_e	0.0	0.0	synthetic
fabulasse	fabylas	fabuler	VER	VER			sub:imp:1s;	f_a|b_y|l_a_s_#	f_a|b_u|l_a_ss_e	0.0	0.0	synthetic
fabulasses	fabylas	fabuler	VER	VER			sub:imp:2s;	f_a|b_y|l_a_s_#	f_a|b_u|l_a_ss_es	0.0	0.0	synthetic
fabulassions	fabylasj§	fabuler	VER	VER			sub:imp:1p;	f_a|b_y|l_a|s_j_§	f_a|b_u|l_a|ss_i_ons	0.0	0.0	synthetic
fabulassent	fabylas	fabuler	VER	VER			sub:imp:3p;	f_a|b_y|l_a_s_#	f_a|b_u|l_a_ss_ent	0.0	0.0	synthetic
cantinâtes	k@tinat	cantiner	VER	VER			ind:pas:2p;	k_@|t_i|n_a_t_#	c_an|t_i|n_â_t_es	0.0	0.0	synthetic
cantine	k@tin	cantiner	VER	VER			sub:pre:1s;	k_@|t_i|n_#	c_an|t_i|n_e	0.0	0.0	synthetic
cantines	k@tin	cantiner	VER	VER			sub:pre:2s;	k_@|t_i|n_#	c_an|t_i|n_es	0.0	0.0	synthetic
cantine	k@tin	cantiner	VER	VER			sub:pre:3s;	k_@|t_i|n_#	c_an|t_i|n_e	0.0	0.0	synthetic
cantinasse	k@tinas	cantiner	VER	VER			sub:imp:1s;	k_@|t_i|n_a_s_#	c_an|t_i|n_a_ss_e	0.0	0.0	synthetic
cantinasses	k@tinas	cantiner	VER	VER			sub:imp:2s;	k_@|t_i|n_a_s_#	c_an|t_i|n_a_ss_es	0.0	0.0	synthetic
cantinassions	k@tinasj§	cantiner	VER	VER			sub:imp:1p;	k_@|t_i|n_a|s_j_§	c_an|t_i|n_a|ss_i_ons	0.0	0.0	synthetic
cantinassent	k@tinas	cantiner	VER	VER			sub:imp:3p;	k_@|t_i|n_a_s_#	c_an|t_i|n_a_ss_ent	0.0	0.0	synthetic
raffolés	RafOle	raffoler	VER	VER	m	p	par:pas;	R_a|f_O|l_e	r_a|ff_o|l_é_s	0.0	0.0	synthetic
raffolée	RafOle	raffoler	VER	VER	f	s	par:pas;	R_a|f_O|l_e	r_a|ff_o|l_é_e	0.0	0.0	synthetic
raffolées	RafOle	raffoler	VER	VER	f	p	par:pas;	R_a|f_O|l_e	r_a|ff_o|l_é_es	0.0	0.0	synthetic
raffolâtes	Rafolat	raffoler	VER	VER			ind:pas:2p;	R_a|f_o|l_a_t_#	r_a|ff_o|l_â_t_es	0.0	0.0	synthetic
raffole	Rafol	raffoler	VER	VER			sub:pre:1s;	R_a|f_o|l_#	r_a|ff_o|l_e	0.0	0.0	synthetic
raffoles	Rafol	raffoler	VER	VER			sub:pre:2s;	R_a|f_o|l_#	r_a|ff_o|l_es	0.0	0.0	synthetic
raffole	Rafol	raffoler	VER	VER			sub:pre:3s;	R_a|f_o|l_#	r_a|ff_o|l_e	0.0	0.0	synthetic
raffolasse	Rafolas	raffoler	VER	VER			sub:imp:1s;	R_a|f_o|l_a_s_#	r_a|ff_o|l_a_ss_e	0.0	0.0	synthetic
raffolasses	Rafolas	raffoler	VER	VER			sub:imp:2s;	R_a|f_o|l_a_s_#	r_a|ff_o|l_a_ss_es	0.0	0.0	synthetic
raffolassions	Rafolasj§	raffoler	VER	VER			sub:imp:1p;	R_a|f_o|l_a|s_j_§	r_a|ff_o|l_a|ss_i_ons	0.0	0.0	synthetic
raffolassent	Rafolas	raffoler	VER	VER			sub:imp:3p;	R_a|f_o|l_a_s_#	r_a|ff_o|l_a_ss_ent	0.0	0.0	synthetic
progressés	pRogREse	progresser	VER	VER	m	p	par:pas;	p_R_o|g_R_E|s_e	p_r_o|g_r_e|ss_é_s	0.0	0.0	synthetic
progressées	pRogREse	progresser	VER	VER	f	p	par:pas;	p_R_o|g_R_E|s_e	p_r_o|g_r_e|ss_é_es	0.0	0.0	synthetic
progressâtes	pRogREsat	progresser	VER	VER			ind:pas:2p;	p_R_o|g_R_E|s_a_t_#	p_r_o|g_r_e|ss_â_t_es	0.0	0.0	synthetic
progresse	pRogREs	progresser	VER	VER			sub:pre:1s;	p_R_o|g_R_E|s_#	p_r_o|g_r_e|ss_e	0.0	0.0	synthetic
progresses	pRogREs	progresser	VER	VER			sub:pre:2s;	p_R_o|g_R_E|s_#	p_r_o|g_r_e|ss_es	0.0	0.0	synthetic
progresse	pRogREs	progresser	VER	VER			sub:pre:3s;	p_R_o|g_R_E|s_#	p_r_o|g_r_e|ss_e	0.0	0.0	synthetic
progressasse	pRogREsas	progresser	VER	VER			sub:imp:1s;	p_R_o|g_R_E|s_a_s_#	p_r_o|g_r_e|ss_a_ss_e	0.0	0.0	synthetic
progressasses	pRogREsas	progresser	VER	VER			sub:imp:2s;	p_R_o|g_R_E|s_a_s_#	p_r_o|g_r_e|ss_a_ss_es	0.0	0.0	synthetic
progressassions	pRogREsasj§	progresser	VER	VER			sub:imp:1p;	p_R_o|g_R_E|s_a|s_j_§	p_r_o|g_r_e|ss_a|ss_i_ons	0.0	0.0	synthetic
progressassent	pRogREsas	progresser	VER	VER			sub:imp:3p;	p_R_o|g_R_E|s_a_s_#	p_r_o|g_r_e|ss_a_ss_ent	0.0	0.0	synthetic
rétribuées	RetRib8e	rétribuer	VER	VER	f	p	par:pas;	R_e|t_R_i|b_8_e	r_é|t_r_i|b_u_é_es	0.0	0.0	synthetic
rétribuâtes	RetRib8at	rétribuer	VER	VER			ind:pas:2p;	R_e|t_R_i|b_8_a_t_#	r_é|t_r_i|b_u_â_t_es	0.0	0.0	synthetic
rétribue	RetRib8	rétribuer	VER	VER			sub:pre:1s;	R_e|t_R_i|b_8_#	r_é|t_r_i|b_u_e	0.0	0.0	synthetic
rétribues	RetRib8	rétribuer	VER	VER			sub:pre:2s;	R_e|t_R_i|b_8_#	r_é|t_r_i|b_u_es	0.0	0.0	synthetic
rétribue	RetRib8	rétribuer	VER	VER			sub:pre:3s;	R_e|t_R_i|b_8_#	r_é|t_r_i|b_u_e	0.0	0.0	synthetic
rétribuasse	RetRib8as	rétribuer	VER	VER			sub:imp:1s;	R_e|t_R_i|b_8_a_s_#	r_é|t_r_i|b_u_a_ss_e	0.0	0.0	synthetic
rétribuasses	RetRib8as	rétribuer	VER	VER			sub:imp:2s;	R_e|t_R_i|b_8_a_s_#	r_é|t_r_i|b_u_a_ss_es	0.0	0.0	synthetic
rétribuassions	RetRib8asj§	rétribuer	VER	VER			sub:imp:1p;	R_e|t_R_i|b_8_a|s_j_§	r_é|t_r_i|b_u_a|ss_i_ons	0.0	0.0	synthetic
rétribuassent	RetRib8as	rétribuer	VER	VER			sub:imp:3p;	R_e|t_R_i|b_8_a_s_#	r_é|t_r_i|b_u_a_ss_ent	0.0	0.0	synthetic
passionnâtes	pasjonat	passionner	VER	VER			ind:pas:2p;	p_a|s_j_o|n_a_t_#	p_a|ss_i_o|nn_â_t_es	0.0	0.0	synthetic
passionne	pasjon	passionner	VER	VER			sub:pre:1s;	p_a|s_j_o|n_#	p_a|ss_i_o|nn_e	0.0	0.0	synthetic
passionnes	pasjon	passionner	VER	VER			sub:pre:2s;	p_a|s_j_o|n_#	p_a|ss_i_o|nn_es	0.0	0.0	synthetic
passionne	pasjon	passionner	VER	VER			sub:pre:3s;	p_a|s_j_o|n_#	p_a|ss_i_o|nn_e	0.0	0.0	synthetic
passionnasse	pasjonas	passionner	VER	VER			sub:imp:1s;	p_a|s_j_o|n_a_s_#	p_a|ss_i_o|nn_a_ss_e	0.0	0.0	synthetic
passionnasses	pasjonas	passionner	VER	VER			sub:imp:2s;	p_a|s_j_o|n_a_s_#	p_a|ss_i_o|nn_a_ss_es	0.0	0.0	synthetic
passionnassions	pasjonasj§	passionner	VER	VER			sub:imp:1p;	p_a|s_j_o|n_a|s_j_§	p_a|ss_i_o|nn_a|ss_i_ons	0.0	0.0	synthetic
passionnassent	pasjonas	passionner	VER	VER			sub:imp:3p;	p_a|s_j_o|n_a_s_#	p_a|ss_i_o|nn_a_ss_ent	0.0	0.0	synthetic
dénichâtes	deniSat	dénicher	VER	VER			ind:pas:2p;	d_e|n_i|S_a_t_#	d_é|n_i|ch_â_t_es	0.0	0.0	synthetic
déniche	deniS	dénicher	VER	VER			sub:pre:1s;	d_e|n_i|S_#	d_é|n_i|ch_e	0.0	0.0	synthetic
déniches	deniS	dénicher	VER	VER			sub:pre:2s;	d_e|n_i|S_#	d_é|n_i|ch_es	0.0	0.0	synthetic
déniche	deniS	dénicher	VER	VER			sub:pre:3s;	d_e|n_i|S_#	d_é|n_i|ch_e	0.0	0.0	synthetic
dénichasse	deniSas	dénicher	VER	VER			sub:imp:1s;	d_e|n_i|S_a_s_#	d_é|n_i|ch_a_ss_e	0.0	0.0	synthetic
dénichasses	deniSas	dénicher	VER	VER			sub:imp:2s;	d_e|n_i|S_a_s_#	d_é|n_i|ch_a_ss_es	0.0	0.0	synthetic
dénichassions	deniSasj§	dénicher	VER	VER			sub:imp:1p;	d_e|n_i|S_a|s_j_§	d_é|n_i|ch_a|ss_i_ons	0.0	0.0	synthetic
dénichassent	deniSas	dénicher	VER	VER			sub:imp:3p;	d_e|n_i|S_a_s_#	d_é|n_i|ch_a_ss_ent	0.0	0.0	synthetic
consignâtes	k§siNat	consigner	VER	VER			ind:pas:2p;	k_§|s_i|N_a_t_#	c_on|s_i|gn_â_t_es	0.0	0.0	synthetic
consigne	k§siN	consigner	VER	VER			sub:pre:1s;	k_§|s_i|N_#	c_on|s_i|gn_e	0.0	0.0	synthetic
consigne	k§siN	consigner	VER	VER			sub:pre:3s;	k_§|s_i|N_#	c_on|s_i|gn_e	0.0	0.0	synthetic
consignasse	k§siNas	consigner	VER	VER			sub:imp:1s;	k_§|s_i|N_a_s_#	c_on|s_i|gn_a_ss_e	0.0	0.0	synthetic
consignasses	k§siNas	consigner	VER	VER			sub:imp:2s;	k_§|s_i|N_a_s_#	c_on|s_i|gn_a_ss_es	0.0	0.0	synthetic
consignassions	k§siNasj§	consigner	VER	VER			sub:imp:1p;	k_§|s_i|N_a|s_j_§	c_on|s_i|gn_a|ss_i_ons	0.0	0.0	synthetic
consignassent	k§siNas	consigner	VER	VER			sub:imp:3p;	k_§|s_i|N_a_s_#	c_on|s_i|gn_a_ss_ent	0.0	0.0	synthetic
lâchâtes	laSat	lâcher	VER	VER			ind:pas:2p;	l_a|S_a_t_#	l_â|ch_â_t_es	0.0	0.0	synthetic
lâche	laS	lâcher	VER	VER			sub:pre:1s;	l_a|S_#	l_â|ch_e	0.0	0.0	synthetic
lâchasse	laSas	lâcher	VER	VER			sub:imp:1s;	l_a|S_a_s_#	l_â|ch_a_ss_e	0.0	0.0	synthetic
lâchasses	laSas	lâcher	VER	VER			sub:imp:2s;	l_a|S_a_s_#	l_â|ch_a_ss_es	0.0	0.0	synthetic
lâchassions	laSasj§	lâcher	VER	VER			sub:imp:1p;	l_a|S_a|s_j_§	l_â|ch_a|ss_i_ons	0.0	0.0	synthetic
lâchassent	laSas	lâcher	VER	VER			sub:imp:3p;	l_a|S_a_s_#	l_â|ch_a_ss_ent	0.0	0.0	synthetic
encensée	@s@se	encenser	VER	VER	f	s	par:pas;	@|s_@|s_e	en|c_en|s_é_e	0.0	0.0	synthetic
encensées	@s@se	encenser	VER	VER	f	p	par:pas;	@|s_@|s_e	en|c_en|s_é_es	0.0	0.0	synthetic
encensâtes	@s@sat	encenser	VER	VER			ind:pas:2p;	@|s_@|s_a_t_#	en|c_en|s_â_t_es	0.0	0.0	synthetic
encense	@s@s	encenser	VER	VER			sub:pre:1s;	@|s_@|s_#	en|c_en|s_e	0.0	0.0	synthetic
encenses	@s@s	encenser	VER	VER			sub:pre:2s;	@|s_@|s_#	en|c_en|s_es	0.0	0.0	synthetic
encense	@s@s	encenser	VER	VER			sub:pre:3s;	@|s_@|s_#	en|c_en|s_e	0.0	0.0	synthetic
encensasse	@s@sas	encenser	VER	VER			sub:imp:1s;	@|s_@|s_a_s_#	en|c_en|s_a_ss_e	0.0	0.0	synthetic
encensasses	@s@sas	encenser	VER	VER			sub:imp:2s;	@|s_@|s_a_s_#	en|c_en|s_a_ss_es	0.0	0.0	synthetic
encensassions	@s@sasj§	encenser	VER	VER			sub:imp:1p;	@|s_@|s_a|s_j_§	en|c_en|s_a|ss_i_ons	0.0	0.0	synthetic
encensassent	@s@sas	encenser	VER	VER			sub:imp:3p;	@|s_@|s_a_s_#	en|c_en|s_a_ss_ent	0.0	0.0	synthetic
palpée	palpe	palper	VER	VER	f	s	par:pas;	p_a_l|p_e	p_a_l|p_é_e	0.0	0.0	synthetic
palpâtes	palpat	palper	VER	VER			ind:pas:2p;	p_a_l|p_a_t_#	p_a_l|p_â_t_es	0.0	0.0	synthetic
palpe	palp	palper	VER	VER			sub:pre:1s;	p_a_l|p_#	p_a_l|p_e	0.0	0.0	synthetic
palpes	palp	palper	VER	VER			sub:pre:2s;	p_a_l|p_#	p_a_l|p_es	0.0	0.0	synthetic
palpe	palp	palper	VER	VER			sub:pre:3s;	p_a_l|p_#	p_a_l|p_e	0.0	0.0	synthetic
palpasse	palpas	palper	VER	VER			sub:imp:1s;	p_a_l|p_a_s_#	p_a_l|p_a_ss_e	0.0	0.0	synthetic
palpasses	palpas	palper	VER	VER			sub:imp:2s;	p_a_l|p_a_s_#	p_a_l|p_a_ss_es	0.0	0.0	synthetic
palpassions	palpasj§	palper	VER	VER			sub:imp:1p;	p_a_l|p_a|s_j_§	p_a_l|p_a|ss_i_ons	0.0	0.0	synthetic
palpassent	palpas	palper	VER	VER			sub:imp:3p;	p_a_l|p_a_s_#	p_a_l|p_a_ss_ent	0.0	0.0	synthetic
remisées	R°mize	remiser	VER	VER	f	p	par:pas;	R_°|m_i|z_e	r_e|m_i|s_é_es	0.0	0.0	synthetic
remisâtes	R°mizat	remiser	VER	VER			ind:pas:2p;	R_°|m_i|z_a_t_#	r_e|m_i|s_â_t_es	0.0	0.0	synthetic
remise	R°miz	remiser	VER	VER			sub:pre:1s;	R_°|m_i|z_#	r_e|m_i|s_e	0.0	0.0	synthetic
remises	R°miz	remiser	VER	VER			sub:pre:2s;	R_°|m_i|z_#	r_e|m_i|s_es	0.0	0.0	synthetic
remisasse	R°mizas	remiser	VER	VER			sub:imp:1s;	R_°|m_i|z_a_s_#	r_e|m_i|s_a_ss_e	0.0	0.0	synthetic
remisasses	R°mizas	remiser	VER	VER			sub:imp:2s;	R_°|m_i|z_a_s_#	r_e|m_i|s_a_ss_es	0.0	0.0	synthetic
remisassions	R°mizasj§	remiser	VER	VER			sub:imp:1p;	R_°|m_i|z_a|s_j_§	r_e|m_i|s_a|ss_i_ons	0.0	0.0	synthetic
remisassent	R°mizas	remiser	VER	VER			sub:imp:3p;	R_°|m_i|z_a_s_#	r_e|m_i|s_a_ss_ent	0.0	0.0	synthetic
expirées	EkspiRe	expirer	VER	VER	f	p	par:pas;	E|ks_p_i|R_e	e|x_p_i|r_é_es	0.0	0.0	synthetic
expirâtes	EkspiRat	expirer	VER	VER			ind:pas:2p;	E|ks_p_i|R_a_t_#	e|x_p_i|r_â_t_es	0.0	0.0	synthetic
expire	EkspiR	expirer	VER	VER			sub:pre:1s;	E|ks_p_i|R_#	e|x_p_i|r_e	0.0	0.0	synthetic
expires	EkspiR	expirer	VER	VER			sub:pre:2s;	E|ks_p_i|R_#	e|x_p_i|r_es	0.0	0.0	synthetic
expire	EkspiR	expirer	VER	VER			sub:pre:3s;	E|ks_p_i|R_#	e|x_p_i|r_e	0.0	0.0	synthetic
expirasse	EkspiRas	expirer	VER	VER			sub:imp:1s;	E|ks_p_i|R_a_s_#	e|x_p_i|r_a_ss_e	0.0	0.0	synthetic
expirasses	EkspiRas	expirer	VER	VER			sub:imp:2s;	E|ks_p_i|R_a_s_#	e|x_p_i|r_a_ss_es	0.0	0.0	synthetic
expirassions	EkspiRasj§	expirer	VER	VER			sub:imp:1p;	E|ks_p_i|R_a|s_j_§	e|x_p_i|r_a|ss_i_ons	0.0	0.0	synthetic
expirassent	EkspiRas	expirer	VER	VER			sub:imp:3p;	E|ks_p_i|R_a_s_#	e|x_p_i|r_a_ss_ent	0.0	0.0	synthetic
confrontâtes	k§fR§tat	confronter	VER	VER			ind:pas:2p;	k_§|f_R_§|t_a_t_#	c_on|f_r_on|t_â_t_es	0.0	0.0	synthetic
confronte	k§fR§t	confronter	VER	VER			sub:pre:1s;	k_§|f_R_§|t_#	c_on|f_r_on|t_e	0.0	0.0	synthetic
confrontes	k§fR§t	confronter	VER	VER			sub:pre:2s;	k_§|f_R_§|t_#	c_on|f_r_on|t_es	0.0	0.0	synthetic
confronte	k§fR§t	confronter	VER	VER			sub:pre:3s;	k_§|f_R_§|t_#	c_on|f_r_on|t_e	0.0	0.0	synthetic
confrontasse	k§fR§tas	confronter	VER	VER			sub:imp:1s;	k_§|f_R_§|t_a_s_#	c_on|f_r_on|t_a_ss_e	0.0	0.0	synthetic
confrontasses	k§fR§tas	confronter	VER	VER			sub:imp:2s;	k_§|f_R_§|t_a_s_#	c_on|f_r_on|t_a_ss_es	0.0	0.0	synthetic
confrontassions	k§fR§tasj§	confronter	VER	VER			sub:imp:1p;	k_§|f_R_§|t_a|s_j_§	c_on|f_r_on|t_a|ss_i_ons	0.0	0.0	synthetic
confrontassent	k§fR§tas	confronter	VER	VER			sub:imp:3p;	k_§|f_R_§|t_a_s_#	c_on|f_r_on|t_a_ss_ent	0.0	0.0	synthetic
accentuâtes	aks@t8at	accentuer	VER	VER			ind:pas:2p;	a_k|s_@|t_8_a_t_#	a_c|c_en|t_u_â_t_es	0.0	0.0	synthetic
accentue	aks@t8	accentuer	VER	VER			sub:pre:1s;	a_k|s_@|t_8_#	a_c|c_en|t_u_e	0.0	0.0	synthetic
accentues	aks@t8	accentuer	VER	VER			sub:pre:2s;	a_k|s_@|t_8_#	a_c|c_en|t_u_es	0.0	0.0	synthetic
accentue	aks@t8	accentuer	VER	VER			sub:pre:3s;	a_k|s_@|t_8_#	a_c|c_en|t_u_e	0.0	0.0	synthetic
accentuasse	aks@t8as	accentuer	VER	VER			sub:imp:1s;	a_k|s_@|t_8_a_s_#	a_c|c_en|t_u_a_ss_e	0.0	0.0	synthetic
accentuasses	aks@t8as	accentuer	VER	VER			sub:imp:2s;	a_k|s_@|t_8_a_s_#	a_c|c_en|t_u_a_ss_es	0.0	0.0	synthetic
accentuassions	aks@t8asj§	accentuer	VER	VER			sub:imp:1p;	a_k|s_@|t_8_a|s_j_§	a_c|c_en|t_u_a|ss_i_ons	0.0	0.0	synthetic
accentuassent	aks@t8as	accentuer	VER	VER			sub:imp:3p;	a_k|s_@|t_8_a_s_#	a_c|c_en|t_u_a_ss_ent	0.0	0.0	synthetic
ondulâtes	§dylat	onduler	VER	VER			ind:pas:2p;	§|d_y|l_a_t_#	on|d_u|l_â_t_es	0.0	0.0	synthetic
ondule	§dyl	onduler	VER	VER			sub:pre:1s;	§|d_y|l_#	on|d_u|l_e	0.0	0.0	synthetic
ondules	§dyl	onduler	VER	VER			sub:pre:2s;	§|d_y|l_#	on|d_u|l_es	0.0	0.0	synthetic
ondule	§dyl	onduler	VER	VER			sub:pre:3s;	§|d_y|l_#	on|d_u|l_e	0.0	0.0	synthetic
ondulasse	§dylas	onduler	VER	VER			sub:imp:1s;	§|d_y|l_a_s_#	on|d_u|l_a_ss_e	0.0	0.0	synthetic
ondulasses	§dylas	onduler	VER	VER			sub:imp:2s;	§|d_y|l_a_s_#	on|d_u|l_a_ss_es	0.0	0.0	synthetic
ondulassions	§dylasj§	onduler	VER	VER			sub:imp:1p;	§|d_y|l_a|s_j_§	on|d_u|l_a|ss_i_ons	0.0	0.0	synthetic
ondulassent	§dylas	onduler	VER	VER			sub:imp:3p;	§|d_y|l_a_s_#	on|d_u|l_a_ss_ent	0.0	0.0	synthetic
réorganisée	ReORganize	réorganiser	VER	VER	f	s	par:pas;	R_e|O_R|g_a|n_i|z_e	r_é|o_r|g_a|n_i|s_é_e	0.0	0.0	synthetic
réorganisâtes	ReORganizat	réorganiser	VER	VER			ind:pas:2p;	R_e|O_R|g_a|n_i|z_a_t_#	r_é|o_r|g_a|n_i|s_â_t_es	0.0	0.0	synthetic
réorganise	ReORganiz	réorganiser	VER	VER			sub:pre:1s;	R_e|O_R|g_a|n_i|z_#	r_é|o_r|g_a|n_i|s_e	0.0	0.0	synthetic
réorganises	ReORganiz	réorganiser	VER	VER			sub:pre:2s;	R_e|O_R|g_a|n_i|z_#	r_é|o_r|g_a|n_i|s_es	0.0	0.0	synthetic
réorganise	ReORganiz	réorganiser	VER	VER			sub:pre:3s;	R_e|O_R|g_a|n_i|z_#	r_é|o_r|g_a|n_i|s_e	0.0	0.0	synthetic
réorganisasse	ReORganizas	réorganiser	VER	VER			sub:imp:1s;	R_e|O_R|g_a|n_i|z_a_s_#	r_é|o_r|g_a|n_i|s_a_ss_e	0.0	0.0	synthetic
réorganisasses	ReORganizas	réorganiser	VER	VER			sub:imp:2s;	R_e|O_R|g_a|n_i|z_a_s_#	r_é|o_r|g_a|n_i|s_a_ss_es	0.0	0.0	synthetic
réorganisassions	ReORganizasj§	réorganiser	VER	VER			sub:imp:1p;	R_e|O_R|g_a|n_i|z_a|s_j_§	r_é|o_r|g_a|n_i|s_a|ss_i_ons	0.0	0.0	synthetic
réorganisassent	ReORganizas	réorganiser	VER	VER			sub:imp:3p;	R_e|O_R|g_a|n_i|z_a_s_#	r_é|o_r|g_a|n_i|s_a_ss_ent	0.0	0.0	synthetic
sollicitâtes	solisitat	solliciter	VER	VER			ind:pas:2p;	s_o|l_i|s_i|t_a_t_#	s_o|ll_i|c_i|t_â_t_es	0.0	0.0	synthetic
sollicite	solisit	solliciter	VER	VER			sub:pre:1s;	s_o|l_i|s_i|t_#	s_o|ll_i|c_i|t_e	0.0	0.0	synthetic
sollicites	solisit	solliciter	VER	VER			sub:pre:2s;	s_o|l_i|s_i|t_#	s_o|ll_i|c_i|t_es	0.0	0.0	synthetic
sollicite	solisit	solliciter	VER	VER			sub:pre:3s;	s_o|l_i|s_i|t_#	s_o|ll_i|c_i|t_e	0.0	0.0	synthetic
sollicitasse	solisitas	solliciter	VER	VER			sub:imp:1s;	s_o|l_i|s_i|t_a_s_#	s_o|ll_i|c_i|t_a_ss_e	0.0	0.0	synthetic
sollicitasses	solisitas	solliciter	VER	VER			sub:imp:2s;	s_o|l_i|s_i|t_a_s_#	s_o|ll_i|c_i|t_a_ss_es	0.0	0.0	synthetic
sollicitassions	solisitasj§	solliciter	VER	VER			sub:imp:1p;	s_o|l_i|s_i|t_a|s_j_§	s_o|ll_i|c_i|t_a|ss_i_ons	0.0	0.0	synthetic
sollicitassent	solisitas	solliciter	VER	VER			sub:imp:3p;	s_o|l_i|s_i|t_a_s_#	s_o|ll_i|c_i|t_a_ss_ent	0.0	0.0	synthetic
assommâtes	asomat	assommer	VER	VER			ind:pas:2p;	a|s_o|m_a_t_#	a|ss_o|mm_â_t_es	0.0	0.0	synthetic
assomme	asom	assommer	VER	VER			sub:pre:1s;	a|s_o|m_#	a|ss_o|mm_e	0.0	0.0	synthetic
assommes	asom	assommer	VER	VER			sub:pre:2s;	a|s_o|m_#	a|ss_o|mm_es	0.0	0.0	synthetic
assomme	asom	assommer	VER	VER			sub:pre:3s;	a|s_o|m_#	a|ss_o|mm_e	0.0	0.0	synthetic
assommasse	asomas	assommer	VER	VER			sub:imp:1s;	a|s_o|m_a_s_#	a|ss_o|mm_a_ss_e	0.0	0.0	synthetic
assommasses	asomas	assommer	VER	VER			sub:imp:2s;	a|s_o|m_a_s_#	a|ss_o|mm_a_ss_es	0.0	0.0	synthetic
assommassions	asomasj§	assommer	VER	VER			sub:imp:1p;	a|s_o|m_a|s_j_§	a|ss_o|mm_a|ss_i_ons	0.0	0.0	synthetic
assommassent	asomas	assommer	VER	VER			sub:imp:3p;	a|s_o|m_a_s_#	a|ss_o|mm_a_ss_ent	0.0	0.0	synthetic
clignotés	kliNote	clignoter	VER	VER	m	p	par:pas;	k_l_i|N_o|t_e	c_l_i|gn_o|t_é_s	0.0	0.0	synthetic
clignotée	kliNote	clignoter	VER	VER	f	s	par:pas;	k_l_i|N_o|t_e	c_l_i|gn_o|t_é_e	0.0	0.0	synthetic
clignotées	kliNote	clignoter	VER	VER	f	p	par:pas;	k_l_i|N_o|t_e	c_l_i|gn_o|t_é_es	0.0	0.0	synthetic
clignotâtes	kliNotat	clignoter	VER	VER			ind:pas:2p;	k_l_i|N_o|t_a_t_#	c_l_i|gn_o|t_â_t_es	0.0	0.0	synthetic
clignote	kliNot	clignoter	VER	VER			sub:pre:1s;	k_l_i|N_o|t_#	c_l_i|gn_o|t_e	0.0	0.0	synthetic
clignotes	kliNot	clignoter	VER	VER			sub:pre:2s;	k_l_i|N_o|t_#	c_l_i|gn_o|t_es	0.0	0.0	synthetic
clignote	kliNot	clignoter	VER	VER			sub:pre:3s;	k_l_i|N_o|t_#	c_l_i|gn_o|t_e	0.0	0.0	synthetic
clignotasse	kliNotas	clignoter	VER	VER			sub:imp:1s;	k_l_i|N_o|t_a_s_#	c_l_i|gn_o|t_a_ss_e	0.0	0.0	synthetic
clignotasses	kliNotas	clignoter	VER	VER			sub:imp:2s;	k_l_i|N_o|t_a_s_#	c_l_i|gn_o|t_a_ss_es	0.0	0.0	synthetic
clignotassions	kliNotasj§	clignoter	VER	VER			sub:imp:1p;	k_l_i|N_o|t_a|s_j_§	c_l_i|gn_o|t_a|ss_i_ons	0.0	0.0	synthetic
