item	phono	cgram	grapheme	assoc	regTo_GP
médicastre	medikastR	NOM	m.é.d.i.c.a.s.t.r.e	m-m.é-e.d-d.i-i.c-k.a-a.s-s.t-t.r-R.e-#	1.1.1.1.0.1.0.1.1.1.
médicastres	medikastR	NOM	m.é.d.i.c.a.s.t.r.es	m-m.é-e.d-d.i-i.c-k.a-a.s-s.t-t.r-R.es-#	1.1.1.1.0.1.0.1.1.1.
médication	medikasj§	NOM	m.é.d.i.c.a.t.i.on	m-m.é-e.d-d.i-i.c-k.a-a.t-s.i-j.on-§	1.1.1.1.0.1.0.0.1.
médications	medikasj§	NOM	m.é.d.i.c.a.t.i.on.s	m-m.é-e.d-d.i-i.c-k.a-a.t-s.i-j.on-§.s-#	1.1.1.1.0.1.0.0.1.1.
médicaux	mediko	ADJ	m.é.d.i.c.au.x	m-m.é-e.d-d.i-i.c-k.au-o.x-#	1.1.1.1.0.1.1.
médicinal	medisinal	ADJ	m.é.d.i.c.i.n.a.l	m-m.é-e.d-d.i-i.c-s.i-i.n-n.a-a.l-l	1.1.1.1.1.1.1.1.1.
médicinale	medisinal	ADJ	m.é.d.i.c.i.n.a.l.e	m-m.é-e.d-d.i-i.c-s.i-i.n-n.a-a.l-l.e-#	1.1.1.1.1.1.1.1.1.1.
médicinales	medisinal	ADJ	m.é.d.i.c.i.n.a.l.es	m-m.é-e.d-d.i-i.c-s.i-i.n-n.a-a.l-l.es-#	1.1.1.1.1.1.1.1.1.1.
médicinaux	medisino	ADJ	m.é.d.i.c.i.n.au.x	m-m.é-e.d-d.i-i.c-s.i-i.n-n.au-o.x-#	1.1.1.1.1.1.1.1.1.
médicine	medisin	VER	m.é.d.i.c.i.n.e	m-m.é-e.d-d.i-i.c-s.i-i.n-n.e-#	1.1.1.1.1.1.1.1.
médina	medina	NOM	m.é.d.i.n.a	m-m.é-e.d-d.i-i.n-n.a-a	1.1.1.1.1.1.
médinas	medina	NOM	m.é.d.i.n.a.s	m-m.é-e.d-d.i-i.n-n.a-a.s-#	1.1.1.1.1.1.1.
médiocre	medjOkR	ADJ	m.é.d.i.o.c.r.e	m-m.é-e.d-d.i-j.o-O.c-k.r-R.e-#	1.1.1.0.1.0.1.1.
médiocre	medjOkR	NOM	m.é.d.i.o.c.r.e	m-m.é-e.d-d.i-j.o-O.c-k.r-R.e-#	1.1.1.0.1.0.1.1.
médiocrement	medjOkR°m@	ADV	m.é.d.i.o.c.r.e.m.ent	m-m.é-e.d-d.i-j.o-O.c-k.r-R.e-°.m-m.ent-@	1.1.1.0.1.0.1.0.1.1.
médiocres	medjOkR	ADJ	m.é.d.i.o.c.r.es	m-m.é-e.d-d.i-j.o-O.c-k.r-R.es-#	1.1.1.0.1.0.1.1.
médiocres	medjOkR	NOM	m.é.d.i.o.c.r.es	m-m.é-e.d-d.i-j.o-O.c-k.r-R.es-#	1.1.1.0.1.0.1.1.
médiocrité	medjokRite	NOM	m.é.d.i.o.c.r.i.t.é	m-m.é-e.d-d.i-j.o-o.c-k.r-R.i-i.t-t.é-e	1.1.1.0.0.0.1.1.1.1.
médiocrités	medjokRite	NOM	m.é.d.i.o.c.r.i.t.é.s	m-m.é-e.d-d.i-j.o-o.c-k.r-R.i-i.t-t.é-e.s-#	1.1.1.0.0.0.1.1.1.1.1.
médire	mediR	VER	m.é.d.i.r.e	m-m.é-e.d-d.i-i.r-R.e-#	1.1.1.1.1.1.
médis	medi	VER	m.é.d.is	m-m.é-e.d-d.is-i	1.1.1.1.
médisaient	medizE	VER	m.é.d.i.s.aient	m-m.é-e.d-d.i-i.s-z.aient-E	1.1.1.1.0.1.
médisait	medizE	VER	m.é.d.i.s.ait	m-m.é-e.d-d.i-i.s-z.ait-E	1.1.1.1.0.1.
médisance	mediz@s	NOM	m.é.d.i.s.an.c.e	m-m.é-e.d-d.i-i.s-z.an-@.c-s.e-#	1.1.1.1.0.1.1.1.
médisances	mediz@s	NOM	m.é.d.i.s.an.c.es	m-m.é-e.d-d.i-i.s-z.an-@.c-s.es-#	1.1.1.1.0.1.1.1.
médisant	mediz@	VER	m.é.d.i.s.ant	m-m.é-e.d-d.i-i.s-z.ant-@	1.1.1.1.0.1.
médisant	mediz@	ADJ	m.é.d.i.s.ant	m-m.é-e.d-d.i-i.s-z.ant-@	1.1.1.1.0.1.
médisant	mediz@	NOM	m.é.d.i.s.ant	m-m.é-e.d-d.i-i.s-z.ant-@	1.1.1.1.0.1.
médisante	mediz@t	ADJ	m.é.d.i.s.an.t.e	m-m.é-e.d-d.i-i.s-z.an-@.t-t.e-#	1.1.1.1.0.1.1.1.
médisante	mediz@t	NOM	m.é.d.i.s.an.t.e	m-m.é-e.d-d.i-i.s-z.an-@.t-t.e-#	1.1.1.1.0.1.1.1.
médisants	mediz@	NOM	m.é.d.i.s.an.ts	m-m.é-e.d-d.i-i.s-z.an-@.ts-#	1.1.1.1.0.1.1.
médise	mediz	VER	m.é.d.i.s.e	m-m.é-e.d-d.i-i.s-z.e-#	1.1.1.1.0.1.
médisent	mediz	VER	m.é.d.i.s.ent	m-m.é-e.d-d.i-i.s-z.ent-#	1.1.1.1.0.0.
médisez	medize	VER	m.é.d.i.s.ez	m-m.é-e.d-d.i-i.s-z.ez-e	1.1.1.1.0.1.
médisons	mediz§	VER	m.é.d.i.s.ons	m-m.é-e.d-d.i-i.s-z.ons-§	1.1.1.1.0.1.
médit	medi	VER	m.é.d.it	m-m.é-e.d-d.it-i	1.1.1.1.
médita	medita	VER	m.é.d.i.t.a	m-m.é-e.d-d.i-i.t-t.a-a	1.1.1.1.1.1.
méditai	medite	VER	m.é.d.i.t.ai	m-m.é-e.d-d.i-i.t-t.ai-e	1.1.1.1.1.1.
méditaient	meditE	VER	m.é.d.i.t.aient	m-m.é-e.d-d.i-i.t-t.aient-E	1.1.1.1.1.1.
méditais	meditE	VER	m.é.d.i.t.ais	m-m.é-e.d-d.i-i.t-t.ais-E	1.1.1.1.1.1.
méditait	meditE	VER	m.é.d.i.t.ait	m-m.é-e.d-d.i-i.t-t.ait-E	1.1.1.1.1.1.
méditant	medit@	ADJ	m.é.d.i.t.ant	m-m.é-e.d-d.i-i.t-t.ant-@	1.1.1.1.1.1.
méditant	medit@	NOM	m.é.d.i.t.ant	m-m.é-e.d-d.i-i.t-t.ant-@	1.1.1.1.1.1.
méditant	medit@	VER	m.é.d.i.t.ant	m-m.é-e.d-d.i-i.t-t.ant-@	1.1.1.1.1.1.
méditatif	meditatif	ADJ	m.é.d.i.t.a.t.i.f	m-m.é-e.d-d.i-i.t-t.a-a.t-t.i-i.f-f	1.1.1.1.1.1.1.1.1.
méditatifs	meditatif	ADJ	m.é.d.i.t.a.t.i.f.s	m-m.é-e.d-d.i-i.t-t.a-a.t-t.i-i.f-f.s-#	1.1.1.1.1.1.1.1.1.1.
méditatifs	meditatif	NOM	m.é.d.i.t.a.t.i.f.s	m-m.é-e.d-d.i-i.t-t.a-a.t-t.i-i.f-f.s-#	1.1.1.1.1.1.1.1.1.1.
méditation	meditasj§	NOM	m.é.d.i.t.a.t.i.on	m-m.é-e.d-d.i-i.t-t.a-a.t-s.i-j.on-§	1.1.1.1.1.1.0.0.1.
méditations	meditasj§	NOM	m.é.d.i.t.a.t.i.on.s	m-m.é-e.d-d.i-i.t-t.a-a.t-s.i-j.on-§.s-#	1.1.1.1.1.1.0.0.1.1.
méditative	meditativ	ADJ	m.é.d.i.t.a.t.i.v.e	m-m.é-e.d-d.i-i.t-t.a-a.t-t.i-i.v-v.e-#	1.1.1.1.1.1.1.1.1.1.
méditativement	meditativ°m@	ADV	m.é.d.i.t.a.t.i.v.e.m.ent	m-m.é-e.d-d.i-i.t-t.a-a.t-t.i-i.v-v.e-°.m-m.ent-@	1.1.1.1.1.1.1.1.1.0.1.1.
méditatives	meditativ	ADJ	m.é.d.i.t.a.t.i.v.es	m-m.é-e.d-d.i-i.t-t.a-a.t-t.i-i.v-v.es-#	1.1.1.1.1.1.1.1.1.1.
médite	medit	VER	m.é.d.i.t.e	m-m.é-e.d-d.i-i.t-t.e-#	1.1.1.1.1.1.
méditent	medit	VER	m.é.d.i.t.ent	m-m.é-e.d-d.i-i.t-t.ent-#	1.1.1.1.1.0.
méditer	medite	VER	m.é.d.i.t.er	m-m.é-e.d-d.i-i.t-t.er-e	1.1.1.1.1.1.
méditera	medit°Ra	VER	m.é.d.i.t.e.r.a	m-m.é-e.d-d.i-i.t-t.e-°.r-R.a-a	1.1.1.1.1.0.1.1.
méditerait	medit°RE	VER	m.é.d.i.t.e.r.ait	m-m.é-e.d-d.i-i.t-t.e-°.r-R.ait-E	1.1.1.1.1.0.1.1.
méditeras	medit°Ra	VER	m.é.d.i.t.e.r.as	m-m.é-e.d-d.i-i.t-t.e-°.r-R.as-a	1.1.1.1.1.0.1.1.
méditerranée	meditERane	ADJ	m.é.d.i.t.e.rr.a.n.é.e	m-m.é-e.d-d.i-i.t-t.e-E.rr-R.a-a.n-n.é-e.e-#	1.1.1.1.1.1.1.1.1.1.1.
méditerranéen	meditERane5	ADJ	m.é.d.i.t.e.rr.a.n.é.en	m-m.é-e.d-d.i-i.t-t.e-E.rr-R.a-a.n-n.é-e.en-5	1.1.1.1.1.1.1.1.1.1.0.
méditerranéen	meditERane5	NOM	m.é.d.i.t.e.rr.a.n.é.en	m-m.é-e.d-d.i-i.t-t.e-E.rr-R.a-a.n-n.é-e.en-5	1.1.1.1.1.1.1.1.1.1.0.
méditerranéenne	meditERaneEn	ADJ	m.é.d.i.t.e.rr.a.n.é.e.nn.e	m-m.é-e.d-d.i-i.t-t.e-E.rr-R.a-a.n-n.é-e.e-E.nn-n.e-#	1.1.1.1.1.1.1.1.1.1.1.1.1.
méditerranéennes	meditERaneEn	ADJ	m.é.d.i.t.e.rr.a.n.é.e.nn.es	m-m.é-e.d-d.i-i.t-t.e-E.rr-R.a-a.n-n.é-e.e-E.nn-n.es-#	1.1.1.1.1.1.1.1.1.1.1.1.1.
méditerranéennes	meditERaneEn	NOM	m.é.d.i.t.e.rr.a.n.é.e.nn.es	m-m.é-e.d-d.i-i.t-t.e-E.rr-R.a-a.n-n.é-e.e-E.nn-n.es-#	1.1.1.1.1.1.1.1.1.1.1.1.1.
méditerranéens	meditERane5	ADJ	m.é.d.i.t.e.rr.a.n.é.en.s	m-m.é-e.d-d.i-i.t-t.e-E.rr-R.a-a.n-n.é-e.en-5.s-#	1.1.1.1.1.1.1.1.1.1.0.1.
méditerranéens	meditERane5	NOM	m.é.d.i.t.e.rr.a.n.é.en.s	m-m.é-e.d-d.i-i.t-t.e-E.rr-R.a-a.n-n.é-e.en-5.s-#	1.1.1.1.1.1.1.1.1.1.0.1.
médites	medit	VER	m.é.d.i.t.es	m-m.é-e.d-d.i-i.t-t.es-#	1.1.1.1.1.1.
méditez	medite	VER	m.é.d.i.t.ez	m-m.é-e.d-d.i-i.t-t.ez-e	1.1.1.1.1.1.
méditiez	meditje	VER	m.é.d.i.t.i.ez	m-m.é-e.d-d.i-i.t-t.i-j.ez-e	1.1.1.1.1.0.1.
méditons	medit§	VER	m.é.d.i.t.ons	m-m.é-e.d-d.i-i.t-t.ons-§	1.1.1.1.1.1.
méditèrent	meditER	VER	m.é.d.i.t.è.r.ent	m-m.é-e.d-d.i-i.t-t.è-E.r-R.ent-#	1.1.1.1.1.1.1.0.
médité	medite	VER	m.é.d.i.t.é	m-m.é-e.d-d.i-i.t-t.é-e	1.1.1.1.1.1.
méditée	medite	VER	m.é.d.i.t.é.e	m-m.é-e.d-d.i-i.t-t.é-e.e-#	1.1.1.1.1.1.1.
méditées	medite	VER	m.é.d.i.t.é.es	m-m.é-e.d-d.i-i.t-t.é-e.es-#	1.1.1.1.1.1.1.
médités	medite	VER	m.é.d.i.t.é.s	m-m.é-e.d-d.i-i.t-t.é-e.s-#	1.1.1.1.1.1.1.
médium	medjOm	NOM	m.é.d.i.u.m	m-m.é-e.d-d.i-j.u-O.m-m	1.1.1.0.0.1.
médiumnique	medjOmnik	ADJ	m.é.d.i.u.m.n.i.qu.e	m-m.é-e.d-d.i-j.u-O.m-m.n-n.i-i.qu-k.e-#	1.1.1.0.0.1.1.1.1.1.
médiumniques	medjOmnik	ADJ	m.é.d.i.u.m.n.i.qu.es	m-m.é-e.d-d.i-j.u-O.m-m.n-n.i-i.qu-k.es-#	1.1.1.0.0.1.1.1.1.1.
médiumnité	medjOmnite	NOM	m.é.d.i.u.m.n.i.t.é	m-m.é-e.d-d.i-j.u-O.m-m.n-n.i-i.t-t.é-e	1.1.1.0.0.1.1.1.1.1.
médiums	medjOm	NOM	m.é.d.i.u.m.s	m-m.é-e.d-d.i-j.u-O.m-m.s-#	1.1.1.0.0.1.1.
médius	medjys	NOM	m.é.d.i.u.s	m-m.é-e.d-d.i-j.u-y.s-s	1.1.1.0.1.0.
médiéval	medjeval	ADJ	m.é.d.i.é.v.a.l	m-m.é-e.d-d.i-j.é-e.v-v.a-a.l-l	1.1.1.0.1.1.1.1.
médiévale	medjeval	ADJ	m.é.d.i.é.v.a.l.e	m-m.é-e.d-d.i-j.é-e.v-v.a-a.l-l.e-#	1.1.1.0.1.1.1.1.1.
médiévales	medjeval	ADJ	m.é.d.i.é.v.a.l.es	m-m.é-e.d-d.i-j.é-e.v-v.a-a.l-l.es-#	1.1.1.0.1.1.1.1.1.
médiévaux	medjevo	ADJ	m.é.d.i.é.v.au.x	m-m.é-e.d-d.i-j.é-e.v-v.au-o.x-#	1.1.1.0.1.1.1.1.
médiéviste	medjevist	NOM	m.é.d.i.é.v.i.s.t.e	m-m.é-e.d-d.i-j.é-e.v-v.i-i.s-s.t-t.e-#	1.1.1.0.1.1.1.0.1.1.
médiévistes	medjevist	NOM	m.é.d.i.é.v.i.s.t.es	m-m.é-e.d-d.i-j.é-e.v-v.i-i.s-s.t-t.es-#	1.1.1.0.1.1.1.0.1.1.
médoc	medOk	NOM	m.é.d.o.c	m-m.é-e.d-d.o-O.c-k	1.1.1.1.1.
médocs	medOk	NOM	m.é.d.o.c.s	m-m.é-e.d-d.o-O.c-k.s-#	1.1.1.1.0.1.
médulla	medyla	NOM	m.é.d.u.ll.a	m-m.é-e.d-d.u-y.ll-l.a-a	1.1.1.1.1.1.
médullaire	medylER	ADJ	m.é.d.u.ll.ai.r.e	m-m.é-e.d-d.u-y.ll-l.ai-E.r-R.e-#	1.1.1.1.1.1.1.1.
médusa	medyza	VER	m.é.d.u.s.a	m-m.é-e.d-d.u-y.s-z.a-a	1.1.1.1.0.1.
médusait	medyzE	VER	m.é.d.u.s.ait	m-m.é-e.d-d.u-y.s-z.ait-E	1.1.1.1.0.1.
médusant	medyz@	VER	m.é.d.u.s.ant	m-m.é-e.d-d.u-y.s-z.ant-@	1.1.1.1.0.1.
méduse	medyz	NOM	m.é.d.u.s.e	m-m.é-e.d-d.u-y.s-z.e-#	1.1.1.1.0.1.
méduse	medyz	VER	m.é.d.u.s.e	m-m.é-e.d-d.u-y.s-z.e-#	1.1.1.1.0.1.
médusent	medyz	VER	m.é.d.u.s.ent	m-m.é-e.d-d.u-y.s-z.ent-#	1.1.1.1.0.0.
méduser	medyze	VER	m.é.d.u.s.er	m-m.é-e.d-d.u-y.s-z.er-e	1.1.1.1.0.1.
méduses	medyz	NOM	m.é.d.u.s.es	m-m.é-e.d-d.u-y.s-z.es-#	1.1.1.1.0.1.
méduses	medyz	VER	m.é.d.u.s.es	m-m.é-e.d-d.u-y.s-z.es-#	1.1.1.1.0.1.
médusé	medyze	VER	m.é.d.u.s.é	m-m.é-e.d-d.u-y.s-z.é-e	1.1.1.1.0.1.
médusé	medyze	ADJ	m.é.d.u.s.é	m-m.é-e.d-d.u-y.s-z.é-e	1.1.1.1.0.1.
médusée	medyze	VER	m.é.d.u.s.é.e	m-m.é-e.d-d.u-y.s-z.é-e.e-#	1.1.1.1.0.1.1.
médusée	medyze	ADJ	m.é.d.u.s.é.e	m-m.é-e.d-d.u-y.s-z.é-e.e-#	1.1.1.1.0.1.1.
médusées	medyze	VER	m.é.d.u.s.é.es	m-m.é-e.d-d.u-y.s-z.é-e.es-#	1.1.1.1.0.1.1.
médusées	medyze	ADJ	m.é.d.u.s.é.es	m-m.é-e.d-d.u-y.s-z.é-e.es-#	1.1.1.1.0.1.1.
médusés	medyze	VER	m.é.d.u.s.é.s	m-m.é-e.d-d.u-y.s-z.é-e.s-#	1.1.1.1.0.1.1.
médusés	medyze	ADJ	m.é.d.u.s.é.s	m-m.é-e.d-d.u-y.s-z.é-e.s-#	1.1.1.1.0.1.1.
méfait	mefE	NOM	m.é.f.ai.t	m-m.é-e.f-f.ai-E.t-#	1.1.1.1.1.
méfaits	mefE	NOM	m.é.f.ai.ts	m-m.é-e.f-f.ai-E.ts-#	1.1.1.1.1.
méfiaient	mefjE	VER	m.é.f.i.aient	m-m.é-e.f-f.i-j.aient-E	1.1.1.0.1.
méfiais	mefjE	VER	m.é.f.i.ais	m-m.é-e.f-f.i-j.ais-E	1.1.1.0.1.
méfiait	mefjE	VER	m.é.f.i.ait	m-m.é-e.f-f.i-j.ait-E	1.1.1.0.1.
méfiance	mefj@s	NOM	m.é.f.i.an.c.e	m-m.é-e.f-f.i-j.an-@.c-s.e-#	1.1.1.0.1.1.1.
méfiances	mefj@s	NOM	m.é.f.i.an.c.es	m-m.é-e.f-f.i-j.an-@.c-s.es-#	1.1.1.0.1.1.1.
méfiant	mefj@	ADJ	m.é.f.i.ant	m-m.é-e.f-f.i-j.ant-@	1.1.1.0.1.
méfiant	mefj@	NOM	m.é.f.i.ant	m-m.é-e.f-f.i-j.ant-@	1.1.1.0.1.
méfiant	mefj@	VER	m.é.f.i.ant	m-m.é-e.f-f.i-j.ant-@	1.1.1.0.1.
méfiante	mefj@t	ADJ	m.é.f.i.an.t.e	m-m.é-e.f-f.i-j.an-@.t-t.e-#	1.1.1.0.1.1.1.
méfiantes	mefj@t	ADJ	m.é.f.i.an.t.es	m-m.é-e.f-f.i-j.an-@.t-t.es-#	1.1.1.0.1.1.1.
méfiants	mefj@	ADJ	m.é.f.i.an.ts	m-m.é-e.f-f.i-j.an-@.ts-#	1.1.1.0.1.1.
méfiants	mefj@	NOM	m.é.f.i.an.ts	m-m.é-e.f-f.i-j.an-@.ts-#	1.1.1.0.1.1.
méfie	mefi	VER	m.é.f.i.e	m-m.é-e.f-f.i-i.e-#	1.1.1.1.1.
méfient	mefi	VER	m.é.f.i.ent	m-m.é-e.f-f.i-i.ent-#	1.1.1.1.0.
méfier	mefje	VER	m.é.f.i.er	m-m.é-e.f-f.i-j.er-e	1.1.1.0.1.
méfiera	mefiRa	VER	m.é.f.i.e.r.a	m-m.é-e.f-f.i-i.e-#.r-R.a-a	1.1.1.1.0.1.1.
méfierai	mefiRe	VER	m.é.f.i.e.r.ai	m-m.é-e.f-f.i-i.e-#.r-R.ai-e	1.1.1.1.0.1.1.
méfierais	mefiRE	VER	m.é.f.i.e.r.ais	m-m.é-e.f-f.i-i.e-#.r-R.ais-E	1.1.1.1.0.1.1.
méfierait	mefiRE	VER	m.é.f.i.e.r.ait	m-m.é-e.f-f.i-i.e-#.r-R.ait-E	1.1.1.1.0.1.1.
méfieront	mefiR§	VER	m.é.f.i.e.r.ont	m-m.é-e.f-f.i-i.e-#.r-R.ont-§	1.1.1.1.0.1.1.
méfies	mefi	VER	m.é.f.i.es	m-m.é-e.f-f.i-i.es-#	1.1.1.1.1.
méfiez	mefje	VER	m.é.f.i.ez	m-m.é-e.f-f.i-j.ez-e	1.1.1.0.1.
méfiions	mefij§	VER	m.é.f.i.i.ons	m-m.é-e.f-f.i-ij.i-#.ons-§	1.1.1.0.0.1.
méfions	mefj§	VER	m.é.f.i.ons	m-m.é-e.f-f.i-j.ons-§	1.1.1.0.1.
méfièrent	mefjER	VER	m.é.f.i.è.r.ent	m-m.é-e.f-f.i-j.è-E.r-R.ent-#	1.1.1.0.1.1.0.
méfié	mefje	VER	m.é.f.i.é	m-m.é-e.f-f.i-j.é-e	1.1.1.0.1.
méfiée	mefje	VER	m.é.f.i.é.e	m-m.é-e.f-f.i-j.é-e.e-#	1.1.1.0.1.1.
méfiés	mefje	VER	m.é.f.i.é.s	m-m.é-e.f-f.i-j.é-e.s-#	1.1.1.0.1.1.
méforme	mefORm	NOM	m.é.f.o.r.m.e	m-m.é-e.f-f.o-O.r-R.m-m.e-#	1.1.1.1.1.1.1.
méga	mega	ADJ	m.é.g.a	m-m.é-e.g-g.a-a	1.1.0.1.
mégacôlon	megakol§	NOM	m.é.g.a.c.ô.l.on	m-m.é-e.g-g.a-a.c-k.ô-o.l-l.on-§	1.1.0.1.0.1.1.1.
mégahertz	megaERts	NOM	m.é.g.a.h.e.r.t.z	m-m.é-e.g-g.a-a.h-#.e-E.r-R.t-t.z-s	1.1.0.1.1.1.1.1.0.
mégajoules	megaZul	NOM	m.é.g.a.j.ou.l.es	m-m.é-e.g-g.a-a.j-Z.ou-u.l-l.es-#	1.1.0.1.1.1.1.1.
mégalithe	megalit	NOM	m.é.g.a.l.i.th.e	m-m.é-e.g-g.a-a.l-l.i-i.th-t.e-#	1.1.0.1.1.1.1.1.
mégalithique	megalitik	ADJ	m.é.g.a.l.i.th.i.qu.e	m-m.é-e.g-g.a-a.l-l.i-i.th-t.i-i.qu-k.e-#	1.1.0.1.1.1.1.1.1.1.
mégalo	megalo	ADJ	m.é.g.a.l.o	m-m.é-e.g-g.a-a.l-l.o-o	1.1.0.1.1.1.
mégalo	megalo	NOM	m.é.g.a.l.o	m-m.é-e.g-g.a-a.l-l.o-o	1.1.0.1.1.1.
mégalomane	megaloman	ADJ	m.é.g.a.l.o.m.a.n.e	m-m.é-e.g-g.a-a.l-l.o-o.m-m.a-a.n-n.e-#	1.1.0.1.1.0.1.1.1.1.
mégalomane	megaloman	NOM	m.é.g.a.l.o.m.a.n.e	m-m.é-e.g-g.a-a.l-l.o-o.m-m.a-a.n-n.e-#	1.1.0.1.1.0.1.1.1.1.
mégalomanes	megaloman	ADJ	m.é.g.a.l.o.m.a.n.es	m-m.é-e.g-g.a-a.l-l.o-o.m-m.a-a.n-n.es-#	1.1.0.1.1.0.1.1.1.1.
mégalomaniaque	megalomanjak	ADJ	m.é.g.a.l.o.m.a.n.i.a.qu.e	m-m.é-e.g-g.a-a.l-l.o-o.m-m.a-a.n-n.i-j.a-a.qu-k.e-#	1.1.0.1.1.0.1.1.1.0.1.1.1.
mégalomanie	megalomani	NOM	m.é.g.a.l.o.m.a.n.i.e	m-m.é-e.g-g.a-a.l-l.o-o.m-m.a-a.n-n.i-i.e-#	1.1.0.1.1.0.1.1.1.1.1.
mégalopole	megalOpOl	NOM	m.é.g.a.l.o.p.o.l.e	m-m.é-e.g-g.a-a.l-l.o-O.p-p.o-O.l-l.e-#	1.1.0.1.1.1.1.1.1.1.
mégalos	megalo	ADJ	m.é.g.a.l.o.s	m-m.é-e.g-g.a-a.l-l.o-o.s-#	1.1.0.1.1.0.1.
mégalos	megalo	NOM	m.é.g.a.l.o.s	m-m.é-e.g-g.a-a.l-l.o-o.s-#	1.1.0.1.1.0.1.
mégalosaure	megalozoR	NOM	m.é.g.a.l.o.s.au.r.e	m-m.é-e.g-g.a-a.l-l.o-o.s-z.au-o.r-R.e-#	1.1.0.1.1.0.0.1.1.1.
mégaphone	megafOn	NOM	m.é.g.a.ph.o.n.e	m-m.é-e.g-g.a-a.ph-f.o-O.n-n.e-#	1.1.0.1.1.1.1.1.
mégaphones	megafOn	NOM	m.é.g.a.ph.o.n.es	m-m.é-e.g-g.a-a.ph-f.o-O.n-n.es-#	1.1.0.1.1.1.1.1.
mégapole	megapOl	NOM	m.é.g.a.p.o.l.e	m-m.é-e.g-g.a-a.p-p.o-O.l-l.e-#	1.1.0.1.1.1.1.1.
mégaron	megaR§	NOM	m.é.g.a.r.on	m-m.é-e.g-g.a-a.r-R.on-§	1.1.0.1.1.1.
mégathériums	megateRjOm	NOM	m.é.g.a.th.é.r.i.u.m.s	m-m.é-e.g-g.a-a.th-t.é-e.r-R.i-j.u-O.m-m.s-#	1.1.0.1.1.1.1.0.0.1.1.
mégatonne	megatOn	NOM	m.é.g.a.t.o.nn.e	m-m.é-e.g-g.a-a.t-t.o-O.nn-n.e-#	1.1.0.1.1.1.1.1.
mégatonnes	megatOn	NOM	m.é.g.a.t.o.nn.es	m-m.é-e.g-g.a-a.t-t.o-O.nn-n.es-#	1.1.0.1.1.1.1.1.
mégawatts	megawat	NOM	m.é.g.a.w.a.tt.s	m-m.é-e.g-g.a-a.w-w.a-a.tt-t.s-#	1.1.0.1.1.1.1.1.
mégisserie	meZis°Ri	NOM	m.é.g.i.ss.e.r.i.e	m-m.é-e.g-Z.i-i.ss-s.e-°.r-R.i-i.e-#	1.1.1.1.1.0.1.1.1.
mégissiers	meZisje	NOM	m.é.g.i.ss.i.er.s	m-m.é-e.g-Z.i-i.ss-s.i-j.er-e.s-#	1.1.1.1.1.0.1.1.
mégot	mego	NOM	m.é.g.o.t	m-m.é-e.g-g.o-o.t-#	1.1.0.0.1.
mégotage	megotaZ	NOM	m.é.g.o.t.a.ge	m-m.é-e.g-g.o-o.t-t.a-a.ge-Z	1.1.0.0.1.1.1.
mégotages	megotaZ	NOM	m.é.g.o.t.a.g.es	m-m.é-e.g-g.o-o.t-t.a-a.g-Z.es-#	1.1.0.0.1.1.1.1.
mégotaient	megotE	VER	m.é.g.o.t.aient	m-m.é-e.g-g.o-o.t-t.aient-E	1.1.0.0.1.1.
mégotait	megotE	VER	m.é.g.o.t.ait	m-m.é-e.g-g.o-o.t-t.ait-E	1.1.0.0.1.1.
mégote	megOt	VER	m.é.g.o.t.e	m-m.é-e.g-g.o-O.t-t.e-#	1.1.0.1.1.1.
mégoter	megote	VER	m.é.g.o.t.er	m-m.é-e.g-g.o-o.t-t.er-e	1.1.0.0.1.1.
mégots	mego	NOM	m.é.g.o.ts	m-m.é-e.g-g.o-o.ts-#	1.1.0.0.1.
mégoté	megote	VER	m.é.g.o.t.é	m-m.é-e.g-g.o-o.t-t.é-e	1.1.0.0.1.1.
mégère	meZER	NOM	m.é.g.è.r.e	m-m.é-e.g-Z.è-E.r-R.e-#	1.1.1.1.1.1.
mégères	meZER	NOM	m.é.g.è.r.es	m-m.é-e.g-Z.è-E.r-R.es-#	1.1.1.1.1.1.
mégères	meZER	NOM	m.é.g.è.r.es	m-m.é-e.g-Z.è-E.r-R.es-#	1.1.1.1.1.1.
méhari	meaRi	NOM	m.é.h.a.r.i	m-m.é-e.h-#.a-a.r-R.i-i	1.1.1.1.1.1.
méhariste	meaRist	NOM	m.é.h.a.r.i.s.t.e	m-m.é-e.h-#.a-a.r-R.i-i.s-s.t-t.e-#	1.1.1.1.1.1.0.1.1.
méharistes	meaRist	NOM	m.é.h.a.r.i.s.t.es	m-m.é-e.h-#.a-a.r-R.i-i.s-s.t-t.es-#	1.1.1.1.1.1.0.1.1.
méiose	mejoz	NOM	m.é.i.o.s.e	m-m.é-e.i-j.o-o.s-z.e-#	1.1.0.0.0.1.
méjugement	meZyZ°m@	NOM	m.é.j.u.g.e.m.ent	m-m.é-e.j-Z.u-y.g-Z.e-°.m-m.ent-@	1.1.1.1.1.0.1.1.
méjugez	meZyZe	VER	m.é.j.u.g.ez	m-m.é-e.j-Z.u-y.g-Z.ez-e	1.1.1.1.1.1.
méjugé	meZyZe	VER	m.é.j.u.g.é	m-m.é-e.j-Z.u-y.g-Z.é-e	1.1.1.1.1.1.
méjugés	meZyZe	VER	m.é.j.u.g.é.s	m-m.é-e.j-Z.u-y.g-Z.é-e.s-#	1.1.1.1.1.1.1.
